case_number,date_time_reported,location_of_occurence,domesticdv_relationship,incident_type,criminal_offense,disposition
2017-00025455,06/19/2017 11:25:00 pm,"COLLEGE/UNIVERSITY , Columbia MO,",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00025455,06/19/2017 11:25:00 pm,"COLLEGE/UNIVERSITY , Columbia MO,",,Not Counted For UCR,Improper lights,Cleared by Arrest Adult
2017-00025294,06/19/2017 02:17:00 am,"1300 ROCK QUARRY RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2017-00025294,06/19/2017 02:17:00 am,"1300 ROCK QUARRY RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Open - Active
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Not Counted For UCR,FAILED TO DRIVE WITHIN RIGHT LANE OF HWY WITH 2 OR MORE LANES IN SAME DIRECTION,Cleared by Arrest Adult
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Not Counted For UCR,FAILED TO DRIVE WITHIN RIGHT LANE OF HWY WITH 2 OR MORE LANES IN SAME DIRECTION,Open - Active
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Not Counted For UCR,OP MTR VEH ON HWY DRI LIC SUSP FOR NONAPP/NONPAY COURT FINE,Cleared by Arrest Adult
2017-00025113,06/18/2017 12:32:00 am,"PROVIDENCE RD/E  STADIUM BLVD, Columbia MO, 65203",,Not Counted For UCR,OP MTR VEH ON HWY DRI LIC SUSP FOR NONAPP/NONPAY COURT FINE,Open - Active
2017-00025088,06/17/2017 07:12:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),VIOLATION OF TERM OF EX-PARTE OR FULL ORDER OF PROTECTION,Cleared by Arrest Adult
2017-00025088,06/17/2017 07:12:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,STALKING - 1ST DEGREE - 1ST OFFENSE,Cleared by Arrest Adult
2017-00025088,06/17/2017 07:12:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,"Weapons Carrying, Possessing, etc.",ARMED CRIMINAL ACTION,Cleared by Arrest Adult
2017-00024917,06/17/2017 01:51:00 am,"HITT/LOCUST , Columbia MO,",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2017-00024917,06/17/2017 01:51:00 am,"HITT/LOCUST , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2017-00024848,06/16/2017 11:15:14 am,"1306 ROLLINS ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open - Active
2017-00024848,06/16/2017 11:15:14 am,"1306 ROLLINS ST, Columbia MO, 65201",,Vandalism,Second degree property damage,Open Not Active
2017-00024812,06/16/2017 06:27:12 am,"MN5 PARKING LOT , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Open - Active
2017-00024812,06/16/2017 06:27:12 am,"MN5 PARKING LOT , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Open Not Active
2017-00024812,06/16/2017 06:27:12 am,"MN5 PARKING LOT , Columbia MO,",,Vandalism,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,Open - Active
2017-00024812,06/16/2017 06:27:12 am,"MN5 PARKING LOT , Columbia MO,",,Vandalism,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,Open Not Active
2017-00024802,06/16/2017 02:19:00 am,"PROVIDENCE/ROLLINS , Columbia MO,",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00024802,06/16/2017 02:19:00 am,"PROVIDENCE/ROLLINS , Columbia MO,",,Not Counted For UCR,FAILED TO DRIVE WITHIN SINGLE LANE ON ROADWAY HAVING 3 OR MORE LANES,Cleared by Arrest Adult
2017-00024802,06/16/2017 02:19:00 am,"PROVIDENCE/ROLLINS , Columbia MO,",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2017-00024799,06/16/2017 01:26:00 am,"1000 ELM ST, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00024799,06/16/2017 01:26:00 am,"1000 ELM ST, Columbia MO, 65201",,Not Counted For UCR,Improper lights,Cleared by Arrest Adult
2017-00024797,06/16/2017 01:24:00 am,"TIGER AVENUE/HOSPITAL DRIVE , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2017-00024797,06/16/2017 01:24:00 am,"TIGER AVENUE/HOSPITAL DRIVE , Columbia MO,",,Not Counted For UCR,Improper lane use/markings,Cleared by Arrest Adult
2017-00024672,06/15/2017 11:02:00 am,"1107 PROVIDENCE RD, Columbia MO, 65203",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Cleared by Arrest Adult
2017-00024672,06/15/2017 11:02:00 am,"1107 PROVIDENCE RD, Columbia MO, 65203",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open - Active
2017-00024661,06/15/2017 07:00:00 am,"401 9TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA - AMPHETAMINE OR METHAMPHETAMINE,Cleared by Arrest Adult
2017-00024661,06/15/2017 07:00:00 am,"401 9TH ST, Columbia MO, 65201",,Not Counted For UCR,WARRANT-FELONY,Cleared by Arrest Adult
2017-00024661,06/15/2017 07:00:00 am,"401 9TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Cleared by Arrest Adult
2017-00024566,06/14/2017 09:59:00 pm,"COLLEGE AVE/ LOCUST ST, Columbia MO, 65201",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2017-00024555,06/14/2017 07:04:00 pm,"215 PROVIDENCE RD, Columbia MO, 65203",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Cleared by Arrest Adult
2017-00024555,06/14/2017 07:04:00 pm,"215 PROVIDENCE RD, Columbia MO, 65203",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Cleared by Arrest Adult
2017-00024555,06/14/2017 07:04:00 pm,"215 PROVIDENCE RD, Columbia MO, 65203",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,Cleared by Arrest Adult
2017-00024422,06/14/2017 12:42:00 am,"1600 CAPEN PARK DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2017-00024422,06/14/2017 12:42:00 am,"1600 CAPEN PARK DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Cleared by Arrest Adult
2017-00024422,06/14/2017 12:42:00 am,"1600 CAPEN PARK DR, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS,Cleared by Arrest Adult
2017-00024376,06/13/2017 06:01:30 pm,"2401 LEMONE INDUSTRIAL BLVD, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open - Active
2017-00024376,06/13/2017 06:01:30 pm,"2401 LEMONE INDUSTRIAL BLVD, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open Not Active
2017-00024375,06/13/2017 05:46:00 pm,"GATEWAY HALL , Columbia MO,",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open - Active
2017-00024375,06/13/2017 05:46:00 pm,"GATEWAY HALL , Columbia MO,",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open Not Active
2017-00024375,06/13/2017 05:46:00 pm,"GATEWAY HALL , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Open - Active
2017-00024375,06/13/2017 05:46:00 pm,"GATEWAY HALL , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Open Not Active
2017-00024370,06/13/2017 04:09:00 pm,"TIGER AVENUE/ROLLINS ST , Columbia MO,",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2017-00024341,06/13/2017 06:41:53 am,"1 HOSPITAL DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Cleared by Arrest Adult
2017-00024341,06/13/2017 06:41:53 am,"1 HOSPITAL DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Open - Active
2017-00024313,06/13/2017 02:31:00 am,"STADIUM BLVD/S  PROVIDENCE RD, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2017-00024278,06/13/2017 12:00:00 am,"S PROVIDENCE RD/MICK DEAVER DR , Columbia MO,",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2017-00024226,06/12/2017 03:11:00 pm,"900 VIRGINIA AVE, Columbia MO, 65201",,Aggravated Assault,DOMESTIC ASSAULT - 3RD DEGREE,Cleared by Arrest Adult
2017-00024226,06/12/2017 03:11:00 pm,"900 VIRGINIA AVE, Columbia MO, 65201",,Aggravated Assault,DOMESTIC ASSAULT - 3RD DEGREE,Open - Active
2017-00024226,06/12/2017 03:11:00 pm,"900 VIRGINIA AVE, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Cleared by Arrest Adult
2017-00024226,06/12/2017 03:11:00 pm,"900 VIRGINIA AVE, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open - Active
2017-00024068,06/11/2017 07:39:03 pm,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Cleared by Arrest Juvenile
2017-00024068,06/11/2017 07:39:03 pm,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Other Disp/Not Cleared
2017-00023970,06/11/2017 07:15:00 am,"TIGER/STADIUM , Columbia MO,",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00023953,06/11/2017 01:48:00 am,"S PROVIDENCE RD/ROLLINS ST , Columbia MO,",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00023953,06/11/2017 01:48:00 am,"S PROVIDENCE RD/ROLLINS ST , Columbia MO,",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Cleared by Arrest Adult
2017-00023952,06/11/2017 01:40:00 am,"ROCK QUARRY RD/ FELLOWS PL, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00023827,06/10/2017 04:44:00 am,"E STADIUM BLVD/TIGER AVE , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2017-00023827,06/10/2017 04:44:00 am,"E STADIUM BLVD/TIGER AVE , Columbia MO,",,Not Counted For UCR,Careless and Imprudent Driving,Cleared by Arrest Adult
2017-00023822,06/10/2017 02:53:00 am,"E STADIUM BLVD/TIGER AVE , Columbia MO,",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2017-00023816,06/10/2017 02:06:00 am,"10TH ST/ CHERRY ST, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Closed Inactive
2017-00023816,06/10/2017 02:06:00 am,"10TH ST/ CHERRY ST, Columbia MO, 65201",,Not Counted For UCR,Improper lights,Closed Inactive
2017-00023816,06/10/2017 02:06:00 am,"10TH ST/ CHERRY ST, Columbia MO, 65201",,Not Counted For UCR,No operator's license,Closed Inactive
2017-00023816,06/10/2017 02:06:00 am,"10TH ST/ CHERRY ST, Columbia MO, 65201",,Not Counted For UCR,Operating an unlicensed motor vehicle,Closed Inactive
2017-00023814,06/10/2017 01:40:00 am,"LOCUST ST/S  PROVIDENCE RD, Columbia MO, 65201",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00023814,06/10/2017 01:40:00 am,"LOCUST ST/S  PROVIDENCE RD, Columbia MO, 65201",,Fraud,DISPLAY/POSSESS FICTIC/CANCEL/SUSPEND/REVOKE/ALT DRIVERS LIC,Cleared by Arrest Adult
2017-00023814,06/10/2017 01:40:00 am,"LOCUST ST/S  PROVIDENCE RD, Columbia MO, 65201",,Not Counted For UCR,FAILED TO MAKE / APPROACH FOR RIGHT TURN AS CLOSE ASPRACTICABLE TO RIGHT CURB / EDGE OF ROAD,Cleared by Arrest Adult
2017-00023811,06/10/2017 12:55:00 am,"STADIUM BLVD/S  COLLEGE AVE, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00023707,06/09/2017 03:44:00 pm,"1201 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2017-00023707,06/09/2017 03:44:00 pm,"1201 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2017-00023705,06/09/2017 02:33:11 pm,"701 COLLEGE AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2017-00023705,06/09/2017 02:33:11 pm,"701 COLLEGE AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Unfounded
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),MAKING FALSE REPORT,Cleared by Arrest Adult
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),MAKING FALSE REPORT,Open - Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),MAKING FALSE REPORT,Open Not Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Forgery and Counterfeiting,FORGERY,Cleared by Arrest Adult
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Forgery and Counterfeiting,FORGERY,Open - Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Forgery and Counterfeiting,FORGERY,Open Not Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,DROVE VEHICLE WHILE DRIVER'S LICENSE REVOKED FOR POINTS,Cleared by Arrest Adult
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,DROVE VEHICLE WHILE DRIVER'S LICENSE REVOKED FOR POINTS,Open - Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,DROVE VEHICLE WHILE DRIVER'S LICENSE REVOKED FOR POINTS,Open Not Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Cleared by Arrest Adult
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Open - Active
2017-00023652,06/09/2017 04:58:02 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Open Not Active
2017-00023646,06/09/2017 02:14:00 am,"STADIUM BLVD/S  COLLEGE AVE, Columbia MO, 65201",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2017-00023646,06/09/2017 02:14:00 am,"STADIUM BLVD/S  COLLEGE AVE, Columbia MO, 65201",,Not Counted For UCR,Failure to drive within a single lane,Cleared by Arrest Adult
2017-00023596,06/08/2017 12:51:56 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Cleared by Arrest Adult
2017-00023529,06/08/2017 04:39:00 am,"8TH ST/ ELM ST, Columbia MO, 65201",,Driving Under The Influence,DWI - PRIOR W/IN 5 YEARS,Cleared by Arrest Adult
2017-00023529,06/08/2017 04:39:00 am,"8TH ST/ ELM ST, Columbia MO, 65201",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Cleared by Arrest Adult
2017-00023511,06/08/2017 01:25:00 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2017-00023511,06/08/2017 01:25:00 am,"COLLEGE AVE/ ROLLINS ST, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2017-00023446,06/07/2017 02:29:00 pm,"901 VIRGINIA AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Exceptly Cleared Adult
2017-00023446,06/07/2017 02:29:00 pm,"901 VIRGINIA AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Open - Active
2017-00023419,06/07/2017 11:33:00 am,"416 6TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2017-00023419,06/07/2017 11:33:00 am,"416 6TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2017-00023328,06/07/2017 01:50:00 am,"LOCUST ST/S  4TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),"LEFT THE SCENE OF A MOTOR VEHICLE ACCIDENT over $1,000.00",Cleared by Arrest Adult
2017-00023328,06/07/2017 01:50:00 am,"LOCUST ST/S  4TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),RESISTING OR INTERFERING WITH FELONY ARREST,Cleared by Arrest Adult
2017-00023328,06/07/2017 01:50:00 am,"LOCUST ST/S  4TH ST, Columbia MO, 65201",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00023328,06/07/2017 01:50:00 am,"LOCUST ST/S  4TH ST, Columbia MO, 65201",,Not Counted For UCR,OPERATED MOTOR VEHICLE IN A CARELESS AND IMPRUDENT MANNER INVOLVING AN ACCIDENT,Cleared by Arrest Adult
2017-00023314,06/07/2017 12:20:00 am,"8TH ST/ CHERRY ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2017-00023314,06/07/2017 12:20:00 am,"8TH ST/ CHERRY ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Resisting or interfering with arrest,Cleared by Arrest Adult
2017-00023314,06/07/2017 12:20:00 am,"8TH ST/ CHERRY ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2017-00023305,06/06/2017 11:53:00 pm,"LOCUST ST/ WAUGH ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2017-00023235,06/06/2017 04:40:00 pm,"901 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open - Active
2017-00023235,06/06/2017 04:40:00 pm,"901 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open Not Active
2017-00023213,06/06/2017 12:55:02 pm,"512 CONLEY AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Closed Inactive
2017-00023148,06/06/2017 08:29:00 am,"4800 NEW HAVEN RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),First degree trespass,Open - Active
2017-00023148,06/06/2017 08:29:00 am,"4800 NEW HAVEN RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),First degree trespass,Open Not Active
2017-00023057,06/05/2017 12:47:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),MAKING TERRORISTIC THREAT,Open - Active
2017-00023057,06/05/2017 12:47:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),MAKING TERRORISTIC THREAT,Open Not Active
2017-00023033,06/05/2017 10:24:26 am,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Cleared by Arrest Adult
2017-00023009,06/05/2017 08:45:22 am,"911 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2017-00023009,06/05/2017 08:45:22 am,"911 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2017-00022979,06/05/2017 12:45:00 am,"CHAMPIONS DR/E  STADIUM BLVD, Columbia MO, 65201",,Not Counted For UCR,WARRANT-MISD.,Cleared by Arrest Adult
2017-00022836,06/04/2017 12:53:00 am,"1300 ROCK QUARRY RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2017-00022836,06/04/2017 12:53:00 am,"1300 ROCK QUARRY RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2017-00022835,06/04/2017 12:38:00 am,"200 PROVIDENCE RD, Columbia MO, 65203",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2017-00022835,06/04/2017 12:38:00 am,"200 PROVIDENCE RD, Columbia MO, 65203",,Driving Under The Influence,DRIVING WHILE INTOXICATED,Cleared by Arrest Adult
2017-00022835,06/04/2017 12:38:00 am,"200 PROVIDENCE RD, Columbia MO, 65203",,Not Counted For UCR,FAILED TO REGISTER MOTOR VEH/TRAILER ANNUALLY W/DOR,Cleared by Arrest Adult
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,WARRANT-FELONY,Cleared by Arrest Adult
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,WARRANT-FELONY,Open - Active
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,ASSAULT - 3RD DEGREE,Cleared by Arrest Adult
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,ASSAULT - 3RD DEGREE,Open - Active
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6)",Cleared by Arrest Adult
2017-00022768,06/03/2017 09:51:00 am,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6)",Open - Active
2017-00022678,06/03/2017 12:05:00 am,"9TH ST/ UNIVERSITY AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),"LEFT THE SCENE OF A MOTOR VEHICLE ACCIDENT over $1,000.00",Cleared by Arrest Adult
